name,specialtylabel
"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT; SPG41",neurology
SPG55,neurology
autosomal recessive spastic paraplegia 55,neurology
autosomal recessive spastic paraplegia type 55,neurology
hereditary spastic paraplegia type 55,neurology
"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE",neurology
"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE; SPG55",neurology
SPG5A,neurology
autosomal recessive spastic paraplegia 5A,neurology
autosomal recessive spastic paraplegia type 5A,neurology
hereditary spastic paraplegia type 5A,neurology
"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE",neurology
"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A",neurology
"Spastic paraplegia type 5B, recessive",neurology
macrencephaly,neurology
unilateral megalencephaly,neurology
"Cerebellar ataxia, non-progressive",neurology
congenital non progressive cerebellar ataxia,neurology
Non progressive congenital ataxia,neurology
Non-progressive congenital cerebellar ataxia,neurology
herniation under falx cerebri,neurology
subfalcine herniation,neurology
hereditary optic atrophies,neurology
lingual nerve injuries,neurology
recurrent laryngeal nerve injuries,neurology
traumatic intracranial haemorrhage,neurology
"Intracranial Hemorrhage, Traumatic",neurology
traumatic subarachnoid haemorrhage,neurology
traumatic brain stem haemorrhage,neurology
"Heart Failure, Systolic",cardiology
Arterial thoracic outlet syndrome due to cervical rib,cardiology
disease of tricuspid valve,cardiology
disorder of tricuspid valve,cardiology
RH. tricuspid valve disease,cardiology
Rheumatic disease of tricuspid valve,cardiology
Rheumatic disease of tricuspid valve (disorder),cardiology
rheumatic tricuspid valve disease,cardiology
Rheumatic tricuspid valve disease NOS (disorder),cardiology
Tricuspid disease,cardiology
Tricuspid Valve Disorder,cardiology
acute myocardial infarction of anterolateral wall,cardiology
"anterolateral myocardial infarction, acute",cardiology
Accelerated essential hypertension,cardiology
malignant Essential hypertension,cardiology
malignant essential hypertension (disorder),cardiology
Cerebral arteritis,cardiology
Cerebral arteritis (disorder),cardiology
cerebral artery inflammation,cardiology
cerebral arteryitis,cardiology
systolic heart failure,cardiology
collapse,cardiology
cervical rib syndrome,cardiology
tricuspid valve disease,cardiology
acute anterolateral myocardial infarction,cardiology
malignant essential hypertension,cardiology
cerebral arteritis,cardiology
Impacted wisdom,dentistry
Brachial plexus neuritis,neurology
Acute brachial plexus neuritis,neurology
Immune brachial plexus neuropathy,neurology
Mononeuritis multiplex with brachial predilection,neurology
Neuralgic shoulder amyotrophy,neurology
Arterial thoracic outlet syndrome due to cervical rib,neurology
Vulvar Disease,obstetrics and gynaecology
disorder of vulva,obstetrics and gynaecology
vulval disorder,obstetrics and gynaecology
Vulvar Disorder,obstetrics and gynaecology
CMD due to dystroglycanopathy,neurology
PRMS,neurology
Progressive-relapsing MS,neurology
dystonia musculorum deformans,neurology
Dystonia 12,neurology
dystonia deformans progressiva,neurology
Dystonia lenticularis (disorder),neurology
"Dystonia, deformans progressiva",neurology
familial dystonia,neurology
Familiar Dystonia,neurology
Familiar Idiopathic Dystonia,neurology
fragments of torsion dystonia,neurology
idiopathic familial dystonia,neurology
Idiopathic familial dystonia,neurology
Idiopathic familial dystonia (disorder),neurology
idiopathic non-familial dystonia,neurology
Idiopathic non-familial dystonia (disorder),neurology
Idiopathic torsion dystonia,neurology
Idiopathic Torsion Dystonia,neurology
Idiopathic torsion dystonia (disorder),neurology
Non-familiar Idiopathic Dystonia,neurology
symptomatic torsion dystonia,neurology
Symptomatic torsion dystonia (disorder),neurology
Symptomatic torsion dystonia NOS (disorder),neurology
torsion dystonia,neurology
ALS1,neurology
amyotrophic lateral sclerosis 1,neurology
"Amyotrophic Lateral Sclerosis 1, Autosomal Dominant",neurology
"Amyotrophic Lateral Sclerosis 1, Autosomal Recessive",neurology
"Amyotrophic Lateral Sclerosis 1, Familial",neurology
AMYOTROPHIC LATERAL SCLEROSIS 1; ALS1,neurology
Amyotrophic Lateral Sclerosis type 1,neurology
"Amyotrophic Lateral Sclerosis, Sporadic",neurology
dyspigmentation of eyelid,neurology
HYPERPIGMENTATION OF EYELIDS,neurology
Corneal hydrops,neurology
acute corneal hydrops,neurology
acute hydrops of cornea,neurology
"Keratoconus, acute hydrops",neurology
Hypopyon ulcer (disorder),neurology
Ring corneal ulcer (disorder),neurology
orbital Granuloma,neurology
orbital granuloma (disorder),neurology
chronic mycotic otitis externa,neurology
chronic mycotic otitis externa (disorder),neurology
chronic mycotic otitis externa NOS (disorder),neurology
acute infection of pinna (disorder),neurology
Open-angle glaucoma residual stage,neurology
Open-angle glaucoma residual stage (disorder),neurology
Residual stage of open angle glaucoma,neurology
Residual stage of open angle glaucoma (disorder),neurology
Cerebral lipidoses NOS (disorder),neurology
cerebral lipidosis,neurology
Cerebral lipidosis (disorder),neurology
Cholesterin granuloma,neurology
Cholesterin granuloma of middle ear,neurology
Cholesterin Granuloma of middle ear,neurology
Total internal ophthalmoplegia (disorder),neurology
Total or complete internal ophthalmoplegia,neurology
conjunctivitis with pseudomembrane,neurology
Pseudomembranous Conjunctivitis,neurology
Pseudomembranous conjunctivitis (disorder),neurology
AAC,neurology
acute allergic conjunctivitis,neurology
acute atopic conjunctivitis,neurology
acute Atopic Conjunctivitis,neurology
acute atopic conjunctivitis (disorder),neurology
Angelucci syndrome,neurology
Angelucci's syndrome,neurology
Meningioma of Spinal Cord,neurology
Meningioma of the Spinal Cord,neurology
"Meningioma, spine",neurology
Spinal Cord meningioma,neurology
spinal cord meningioma (disease),neurology
Spinal meningioma,neurology
Spinal meningioma (disorder),neurology
autonomic nervous system disorder,neurology
immunoblastic lymphadenopathy,immunology
Lateral pontine syndrome,neurology
Hereditary neuralgic amyotrophy,neurology
Paroxysmal sympathetic hyperactivity,neurology
Pachygyria,neurology
cervical rib syndrome,neurology
Autoimmune autonomic ganglionopathy,neurology
vulvar disease,obstetrics and gynaecology
muscular dystrophy-dystroglycanopathy,neurology
progressive relapsing multiple sclerosis,neurology
generalized dystonia,neurology
amyotrophic lateral sclerosis type 1,neurology
intracranial abscess,neurology
hyperpigmentation of eyelid,neurology
acute hydrops keratoconus,neurology
hypopyon ulcer,neurology
ring corneal ulcer,neurology
orbital granuloma,neurology
chronic fungal otitis externa,neurology
acute infection of pinna,neurology
residual stage of open angle glaucoma,neurology
cerebral lipidosis,neurology
middle ear cholesterol granuloma,neurology
total internal ophthalmoplegia,neurology
pseudomembranous conjunctivitis,neurology
Angelucci's syndrome,neurology
spinal meningioma,neurology
alternating exotropia,neurology
autonomic nervous system disease,neurology
chemotherapy-induced febrile neutropenia,hematology
focal segmental glomerulosclerosis 6,urology
urinary bladder fistula,urology
castration-resistant prostatic neoplasm,urology
FSGS6,urology
FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6,urology
FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6; FSGS6,urology
focal segmental glomerulosclerosis type 6,urology
"Glomerulosclerosis, Focal Segmental, 6",urology
urinary bladder fistulae,urology
urinary bladder fistulas,urology
castration-resistant prostatic neoplasms,urology
"prostatic neoplasm, castration-resistant",urology
"Echinococcosis, Hepatic",gastroenterology
gastric fistulae,gastroenterology
gastric fistulas,gastroenterology
stomach ruptures,gastroenterology
hepatic echinococcosis,gastroenterology
graft pancreatitis,gastroenterology
gastric fistula,gastroenterology
stomach rupture,gastroenterology
peritoneal panniculitis,gastroenterology
retinal neovascularisation,ophthalmology
dry macular degeneration,ophthalmology
hereditary optic atrophies,ophthalmology
Oculomycosis,ophthalmology
"Eye Infections, Fungal",ophthalmology
fungal eye infections,ophthalmology
Ocular mycosis,ophthalmology
Paraneoplastic retinopathy,ophthalmology
CAR syndrome,ophthalmology
ocular paraneoplastic syndromes,ophthalmology
retinal neovascularization,ophthalmology
geographic atrophy,ophthalmology
Soemmering ring,ophthalmology
hereditary optic atrophy,ophthalmology
fungal eye infection,ophthalmology
ocular paraneoplastic syndrome,ophthalmology
orbital myositis,ophthalmology
artificial lens implant migration,ophthalmology
hypergammaglobulinemia,immunology
T-cell prolymphocytic leukemia,immunology
progressive relapsing multiple sclerosis,immunology
vulval neoplasm,oncology
mammalian vulva neoplasm (disease),oncology
mammalian vulva tumor,oncology
neoplasm of mammalian vulva,oncology
Neoplasm of the Vulva,oncology
Neoplasm of Vulva,oncology
tumor of mammalian vulva,oncology
Tumor of the Vulva,oncology
Tumor of Vulva,oncology
Vulva Neoplasm,oncology
Vulva Tumor,oncology
Vulvar Neoplasm,oncology
vulvar neoplasms,oncology
Vulvar tumor,oncology
vulvar tumors,oncology
Paraneoplastic retinopathy,oncology
CAR syndrome,oncology
ocular paraneoplastic syndromes,oncology
mediastinal cysts,oncology
castration-resistant prostatic neoplasms,oncology
"prostatic neoplasm, castration-resistant",oncology
atypical squamous cells of the uterine cervix,oncology
unilateral breast neoplasms,oncology
glomus jugulare tumors,oncology
glomus jugulare tumour,oncology
glomus jugulare tumours,oncology
Lynch II syndrome,oncology
vulvar neoplasm,oncology
ocular paraneoplastic syndrome,oncology
mediastinal cyst,oncology
castration-resistant prostatic neoplasm,oncology
atypical squamous cells of the cervix,oncology
unilateral breast neoplasm,oncology
glomus jugulare tumor,oncology
Lynch syndrome II,oncology
Hypergammaglobulinemia,immunology
hypergammaglobulinaemia,immunology
hypergammaglobulinemia (finding),immunology
hypergammaglobulinemia [dup] (finding),immunology
"hypergammaglobulinemia, NOS",immunology
obsolete hypergammaglobulinemia,immunology
Chronic T-Cell Leukemia,immunology
Chronic T-Cell Lymphocytic Leukemia,immunology
"CLL, T-Cell",immunology
T Cell Chronic Lymphocytic Leukemia,immunology
T Cell CLL,immunology
T Cell Prolymphocytic Leukemia,immunology
T Prolymphocytic Leukemia,immunology
T-cell chronic lymphocytic leukemia,immunology
T-Cell CLL,immunology
T-Cell Prolymphocytic Leukemia,immunology
T-PLL,immunology
PRMS,immunology
Progressive-relapsing MS,immunology
hypergammaglobulinemia,hematology
Owren's disease,hematology
Hypergammaglobulinemia,hematology
hypergammaglobulinaemia,hematology
hypergammaglobulinemia (finding),hematology
hypergammaglobulinemia [dup] (finding),hematology
"hypergammaglobulinemia, NOS",hematology
obsolete hypergammaglobulinemia,hematology
Parahemophilia,hematology
"deficiency, labile",hematology
factor V deficiency,hematology
FACTOR V DEFICIENCY,hematology
Factor V deficiency (disorder),hematology
Factor V deficiency [Ambiguous],hematology
Hereditary Factor V Deficiency,hematology
Hereditary hypoproaccelerinaemia,hematology
Labile factor deficiency,hematology
Labile factor deficiency (disorder),hematology
Owren disease,hematology
Owren Parahemophilia,hematology
Proaccelerin deficiency,hematology
Proaccelerin deficiency (disorder),hematology
kidney infection,urology
acute salpingo-oophoritis,urology
salpingo-oophoritis,urology
prostatic cyst,urology
endometriosis of intestine,urology
renal infectious disease,urology
acute salpingitis &/or oophoritis,urology
acute salpingitis and oophoritis,urology
acute salpingitis and oophoritis NOS (disorder),urology
acute salpingo-oophoritis (disorder),urology
"salpingo-oophoritis, acute",urology
"Salpingitis and oophoritis not specified as acute, subacute, or chronic",urology
Salpingitis and oophoritis unspecified (disorder),urology
Salpingitis/oophoritis,urology
Salpingitis/oophoritis NOS,urology
Salpingitis/oophoritis NOS (disorder),urology
Salpingo-oophoritis unspecified (disorder),urology
Tubo-ovarian inflammatory disease,urology
Tubo-ovarian inflammatory disease (disorder),urology
Unspecified salpingitis and oophoritis NOS (disorder),urology
Cyst of prostate,urology
Prostatic cyst (disorder),urology
intestine endometriosis (disease),urology
avian reticuloendotheliosis,veterinary medicine
unilateral breast neoplasms,dermatology
unilateral breast neoplasm,dermatology
Avian Reticuloendothelioses,veterinary medicine
Avian Reticuloendotheliosis,veterinary medicine
"Reticuloendothelioses, Avian",veterinary medicine
acquired nose deformities,otolaryngology
recurrent laryngeal nerve injuries,otolaryngology
acquired nose deformity,otolaryngology
recurrent laryngeal nerve injury,otolaryngology
supraglottitis,otolaryngology
acquired nose deformity,pulmonology
recurrent laryngeal nerve injury,pulmonology
supraglottitis,pulmonology
mediastinal cyst,pulmonology
silicotuberculosis,pulmonology
acquired nose deformities,pulmonology
recurrent laryngeal nerve injuries,pulmonology
mediastinal cysts,pulmonology
afferent loop syndrome,gastroenterology
Omental infarction,gastroenterology
biliary tract neoplasm,gastroenterology
Crohn's colitis,gastroenterology
gastrojejunal ulcer,gastroenterology
appendiceal neoplasm,gastroenterology
chronic apical periodontitis,gastroenterology
functional diarrhea,gastroenterology
Afferent loop syndrome,gastroenterology
Afferent loop syndrome (disorder),gastroenterology
biliary tract benign neoplasm,gastroenterology
biliary tract neoplasms,gastroenterology
extrahepatic bile duct neoplasm,gastroenterology
extrahepatic bile duct neoplasm (disease),gastroenterology
Extrahepatic Bile Duct Tumor,gastroenterology
neoplasm of extrahepatic bile duct,gastroenterology
neoplasm of extrahepatic bile ducts,gastroenterology
neoplasm of extrahepatic bile ducts (disorder),gastroenterology
Neoplasm of the Extrahepatic Bile Duct,gastroenterology
Tumor of Extrahepatic Bile Duct,gastroenterology
tumor of the extrahepatic bile duct,gastroenterology
Crohn Colitis,gastroenterology
acute gastrojejunal ulcer with hemorrhage,gastroenterology
acute gastrojejunal ulcer with hemorrhage AND obstruction,gastroenterology
acute gastrojejunal ulcer with hemorrhage AND obstruction (disorder),gastroenterology
acute gastrojejunal ulcer with hemorrhage AND perforation,gastroenterology
"acute gastrojejunal ulcer with hemorrhage and perforation, with obstruction",gastroenterology
"acute gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction",gastroenterology
"acute gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction (disorder)",gastroenterology
acute gastrojejunal ulcer with perforation,gastroenterology
acute gastrojejunal ulcer with perforation AND obstruction,gastroenterology
acute gastrojejunal ulcer with perforation AND obstruction (disorder),gastroenterology
