Title;EID;DOI;DocumentType;Year;Disease;Category
Bayesian network and structured random forest cooperative deep learning for automatic multi-label brain tumor segmentation;2-s2.0-85046666589;10.5220/0006629901830190;Conference Paper;2018;brain cancer;oncology
Voice analysis for detecting patients with Parkinsonâ€™s disease using the hybridization of the best acoustic features;2-s2.0-84964292239;10.15676/ijeei.2016.8.1.8;Article;2016;dysarthria;neurology
Risk stratification of cervical lesions using capture sequencing and machine learning method based on HPV and human integrated genomic profiles;2-s2.0-85073582629;10.1093/carcin/bgz094;Article;2019;carcinoma;oncology
Risk stratification of cervical lesions using capture sequencing and machine learning method based on HPV and human integrated genomic profiles;2-s2.0-85073582629;10.1093/carcin/bgz094;Article;2019;cervical intraepithelial neoplasia;oncology
Epileptic Seizure Detection Using a Convolutional Neural Network;2-s2.0-85114066630;10.1007/978-3-030-11800-6_9;Book Chapter;2019;epileptic seizure;epileptology
Epileptic Seizure Detection Using a Convolutional Neural Network;2-s2.0-85114066630;10.1007/978-3-030-11800-6_9;Book Chapter;2019;seizure;epileptology
An Enhanced Random Forest for Cardiac Diseases Identification based on ECG signal;2-s2.0-85053865166;10.1109/IWCMC.2018.8450361;Conference Paper;2018;cardiac disease;cardiology
An Enhanced Random Forest for Cardiac Diseases Identification based on ECG signal;2-s2.0-85053865166;10.1109/IWCMC.2018.8450361;Conference Paper;2018;Arrhythmia;rhythmology
An Enhanced Random Forest for Cardiac Diseases Identification based on ECG signal;2-s2.0-85053865166;10.1109/IWCMC.2018.8450361;Conference Paper;2018;arrhythmia;rhythmology
An Enhanced Random Forest for Cardiac Diseases Identification based on ECG signal;2-s2.0-85053865166;10.1109/IWCMC.2018.8450361;Conference Paper;2018;heart disease;cardiology
A new neural network method for peripheral vestibular disorder recognition using VNG parameter optimisation;2-s2.0-85052626565;10.1504/IJBET.2018.094299;Article;2018;vestibular dysfunction;otolaryngology
Multi-view learning-based data proliferator for boosting classification using highly imbalanced classes;2-s2.0-85070892031;10.1016/j.jneumeth.2019.108344;Article;2019;neurological disorder;neurology
Deep MRI segmentation: A convolutional method applied to alzheimer disease detection;2-s2.0-85077239531;10.14569/IJACSA.2019.0101151;Article;2019;brain inflammation;neurology
Dynamic multi-scale CNN forest learning for automatic cervical cancer segmentation;2-s2.0-85054476577;10.1007/978-3-030-00919-9_3;Conference Paper;2018;Cervical Tumor;oncology
A DASH diet recommendation system for hypertensive patients using machine learning;2-s2.0-85073210661;10.1109/ICoICT.2019.8835323;Conference Paper;2019;hypertension;family medicine
Prediction and staging of hepatic fibrosis in children with hepatitis c virus: A machine learning approach;2-s2.0-85071843356;10.4258/hir.2019.25.3.173;Article;2019;chronic hepatitis;infectious diseases
A predictive model for hypertension diagnosis using machine learning techniques;2-s2.0-85075353809;10.1016/B978-0-12-816948-3.00009-X;Book Chapter;2019;hypertension;family medicine
ECG multi-class classification using neural network as machine learning model;2-s2.0-85050017983;10.1109/ASET.2018.8379901;Conference Paper;2018;cardiac disease;cardiology
ECG multi-class classification using neural network as machine learning model;2-s2.0-85050017983;10.1109/ASET.2018.8379901;Conference Paper;2018;Arrhythmia;rhythmology
ECG multi-class classification using neural network as machine learning model;2-s2.0-85050017983;10.1109/ASET.2018.8379901;Conference Paper;2018;arrhythmia;rhythmology
BLB (Brain/Lung cancer detection and segmentation and Breast Dense calculation);2-s2.0-85048404217;10.1109/IWDRL.2018.8358213;Conference Paper;2018;brain tumor;neurosurgery
Full training convolutional neural network for ECG signals classification;2-s2.0-85076746391;10.1063/1.5138541;Conference Paper;2019;heart diseases;cardiology
Full training convolutional neural network for ECG signals classification;2-s2.0-85076746391;10.1063/1.5138541;Conference Paper;2019;Arrhythmia;rhythmology
Full training convolutional neural network for ECG signals classification;2-s2.0-85076746391;10.1063/1.5138541;Conference Paper;2019;arrhythmia;rhythmology
Full training convolutional neural network for ECG signals classification;2-s2.0-85076746391;10.1063/1.5138541;Conference Paper;2019;heart disease;cardiology
Full training convolutional neural network for ECG signals classification;2-s2.0-85076746391;10.1063/1.5138541;Conference Paper;2019;ischemic heart disease;cardiology
Performance evaluation of machine learning based big data processing framework for prediction of heart disease;2-s2.0-85084283573;10.1109/ISACS48493.2019.9068901;Conference Paper;2019;heart disease;cardiology
A parallel framework for HCC detection in DCE-MRI sequences with wavelet-based description and SVM classification;2-s2.0-85050513176;10.1145/3167132.3167167;Conference Paper;2018;carcinoma;oncology
Ultrasound image enhancement using a deep learning architecture;2-s2.0-84994537839;10.1007/978-3-319-48308-5_61;Conference Paper;2017;breast tumor;dermatology
On the use of SPECT imaging datasets for automated classification of ventricular heart disease;2-s2.0-84864861859;;Conference Paper;2012;heart diseases;cardiology
On the use of SPECT imaging datasets for automated classification of ventricular heart disease;2-s2.0-84864861859;;Conference Paper;2012;heart disease;cardiology
An improved algorithm for UWB based imaging of breast tumors;2-s2.0-84855928360;10.1109/ICIIP.2011.6108901;Conference Paper;2011;breast tumor;dermatology
Computational model for vitamin D deficiency using hair mineral analysis;2-s2.0-85029411478;10.1016/j.compbiolchem.2017.08.015;Article;2017;vitamin D deficiency;endocrinology
Mobile-Bayesian diagnostic system for childhood infectious diseases;2-s2.0-85026757173;10.3233/978-1-61499-773-3-109;Conference Paper;2017;preterm birth;pediatrics
Brain Tumor Segmentation Based on Deep Learning;2-s2.0-85084281565;10.1109/ISACS48493.2019.9068878;Conference Paper;2019;brain tumors;neurosurgery
Brain Tumor Segmentation Based on Deep Learning;2-s2.0-85084281565;10.1109/ISACS48493.2019.9068878;Conference Paper;2019;brain tumor;neurosurgery
Hierarchical adversarial connectomic domain alignment for target brain graph prediction and classification from a source graph;2-s2.0-85075672779;10.1007/978-3-030-32281-6_11;Conference Paper;2019;fracture;osteology
Symmetric dual adversarial connectomic domain alignment for predicting isomorphic brain graph from a baseline graph;2-s2.0-85075648080;10.1007/978-3-030-32251-9_51;Conference Paper;2019;fracture;osteology
Evidence of chaos in EEG signals: An application to BCI;2-s2.0-84963787518;10.1007/978-3-319-30340-6_25;Book Chapter;2016;epileptic seizure;epileptology
Evidence of chaos in EEG signals: An application to BCI;2-s2.0-84963787518;10.1007/978-3-319-30340-6_25;Book Chapter;2016;seizure;epileptology
Exploring the effects of compression via principal components analysis on X-ray image cassification;2-s2.0-85081565117;10.1109/ISCMI47871.2019.9004301;Conference Paper;2019;fracture;osteology
Automated Gastrointestinal Disease Recognition for Endoscopic Images;2-s2.0-85084511882;10.1109/ICCCIS48478.2019.8974458;Conference Paper;2019;gastrointestinal disease;gastroenterology
Online anomaly detection in ECG signal using Hierarchical Temporal Memory;2-s2.0-85077793370;10.1109/ICABME47164.2019.8940307;Conference Paper;2019;Arrhythmia;rhythmology
Online anomaly detection in ECG signal using Hierarchical Temporal Memory;2-s2.0-85077793370;10.1109/ICABME47164.2019.8940307;Conference Paper;2019;arrhythmia;rhythmology
A Fibrosis Diagnosis Clinical Decision Support System Using Fuzzy Knowledge;2-s2.0-85063256311;10.1007/s13369-018-3670-8;Article;2019;liver cirrhosis;hepatology
A Fibrosis Diagnosis Clinical Decision Support System Using Fuzzy Knowledge;2-s2.0-85063256311;10.1007/s13369-018-3670-8;Article;2019;cirrhosis;hepatology
The diagnosis of tuberculous meningitis in adults and adolescents: Protocol for a systematic review and individual patient data meta-analysis to inform a multivariable prediction model [version 2: peer review: 1 approved, 1 approved with reservations];2-s2.0-85078352993;10.12688/wellcomeopenres.15056.1;Article;2019;meningitis;infectious diseases
The diagnosis of tuberculous meningitis in adults and adolescents: Protocol for a systematic review and individual patient data meta-analysis to inform a multivariable prediction model [version 2: peer review: 1 approved, 1 approved with reservations];2-s2.0-85078352993;10.12688/wellcomeopenres.15056.1;Article;2019;Meningitis;infectious diseases
A New Online Class-Weighting Approach with Deep Neural Networks for Image Segmentation of Highly Unbalanced Glioblastoma Tumors;2-s2.0-85067556396;10.1007/978-3-030-20518-8_46;Conference Paper;2019;brain tumors;neurosurgery
A New Online Class-Weighting Approach with Deep Neural Networks for Image Segmentation of Highly Unbalanced Glioblastoma Tumors;2-s2.0-85067556396;10.1007/978-3-030-20518-8_46;Conference Paper;2019;brain tumor;neurosurgery
EEG signals classification for epileptic detection: A review;2-s2.0-85044659117;10.1145/3018896.3018970;Conference Paper;2017;epileptic seizure;epileptology
EEG signals classification for epileptic detection: A review;2-s2.0-85044659117;10.1145/3018896.3018970;Conference Paper;2017;seizure;epileptology
Automatic diagnosis metabolic syndrome via a kâˆ’nearest neighbour classifier;2-s2.0-85019243929;10.1007/978-3-319-57186-7_45;Conference Paper;2017;metabolic disorder;endocrinology
Rough Set-Based Identification of Heart Valve Diseases Using Heart Sounds;2-s2.0-84885440044;10.1007/978-3-642-30341-8_25;Article;2013;heart diseases;cardiology
Rough Set-Based Identification of Heart Valve Diseases Using Heart Sounds;2-s2.0-84885440044;10.1007/978-3-642-30341-8_25;Article;2013;heart disease;cardiology
Improve Extremely Fast Decision Tree Performance through Training Dataset Size for Early Prediction of Heart Diseases;2-s2.0-85082675101;10.1109/SysCoBIoTS48768.2019.9028026;Conference Paper;2019;cardiac disease;cardiology
Improve Extremely Fast Decision Tree Performance through Training Dataset Size for Early Prediction of Heart Diseases;2-s2.0-85082675101;10.1109/SysCoBIoTS48768.2019.9028026;Conference Paper;2019;heart diseases;cardiology
Improve Extremely Fast Decision Tree Performance through Training Dataset Size for Early Prediction of Heart Diseases;2-s2.0-85082675101;10.1109/SysCoBIoTS48768.2019.9028026;Conference Paper;2019;heart disease;cardiology
Seizure prediction segmentation merge yielding a boosted low power model;2-s2.0-85082133018;10.1109/ICM48031.2019.9021703;Conference Paper;2019;seizure;epileptology
Afibpred: A novel atrial fibrillation prediction approach based on short single-lead ECG using deep transfer knowledge;2-s2.0-85117540533;10.1145/3372938.3372964;Conference Paper;2019;heart diseases;cardiology
Afibpred: A novel atrial fibrillation prediction approach based on short single-lead ECG using deep transfer knowledge;2-s2.0-85117540533;10.1145/3372938.3372964;Conference Paper;2019;heart disease;cardiology
Generation of Head Models for Brain Stimulation Using Deep Convolution Networks;2-s2.0-85076810716;10.1109/ICIP.2019.8803334;Conference Paper;2019;neurological disease;neurology
Deep neural network for heart disease medical prescription expert system;2-s2.0-85050334642;10.11591/ijeei.v6i2.456;Article;2018;heart disease;cardiology
Diagnosis of metabolic syndrome: A diversity based hybrid model;2-s2.0-84978986156;10.1007/978-3-319-41920-6_14;Conference Paper;2016;Dyslipidemia;endocrinology
Diagnosis of metabolic syndrome: A diversity based hybrid model;2-s2.0-84978986156;10.1007/978-3-319-41920-6_14;Conference Paper;2016;lipidemia;endocrinology
Diagnosis of metabolic syndrome: A diversity based hybrid model;2-s2.0-84978986156;10.1007/978-3-319-41920-6_14;Conference Paper;2016;hypertension;family medicine
Diagnosis of metabolic syndrome: A diversity based hybrid model;2-s2.0-84978986156;10.1007/978-3-319-41920-6_14;Conference Paper;2016;dyslipidemia;endocrinology
A Deep Meta-learning Framework for Heart Disease Prediction;2-s2.0-85087633102;10.1109/Informatics47936.2019.9119268;Conference Paper;2019;heart disease;cardiology
Robust and reliable PPG and ECG integrated biosensor;2-s2.0-85079245402;10.1109/ISPA48434.2019.8966922;Conference Paper;2019;heart disease;cardiology
Robust and reliable PPG and ECG integrated biosensor;2-s2.0-85079245402;10.1109/ISPA48434.2019.8966922;Conference Paper;2019;hypertension;family medicine
Robust and reliable PPG and ECG integrated biosensor;2-s2.0-85079245402;10.1109/ISPA48434.2019.8966922;Conference Paper;2019;high blood pressure;family medicine
Robust and reliable PPG and ECG integrated biosensor;2-s2.0-85079245402;10.1109/ISPA48434.2019.8966922;Conference Paper;2019;ischemic heart disease;cardiology
Automatic classification of gastrointestinal diseases based on machine learning techniques;2-s2.0-85111448890;10.1109/ICCTA48790.2019.9478820;Conference Paper;2019;gastrointestinal disease;gastroenterology
Jaw fracture classification using meta heuristic firefly algorithm with multi-layered associative neural networks;2-s2.0-85044714164;10.1007/s10586-018-2668-z;Article;2019;fracture;osteology
A comparative study of supervised machine learning techniques for diagnosing mode of delivery in medical sciences;2-s2.0-85078420662;10.14569/ijacsa.2019.0101216;Article;2019;heart diseases;cardiology
A comparative study of supervised machine learning techniques for diagnosing mode of delivery in medical sciences;2-s2.0-85078420662;10.14569/ijacsa.2019.0101216;Article;2019;heart disease;cardiology
Application of Koniocortex-Like Networks to Cardiac Arrhythmias Classification;2-s2.0-85065963665;10.1007/978-3-030-19651-6_26;Conference Paper;2019;cardiac arrhythmia;rhythmology
Application of Koniocortex-Like Networks to Cardiac Arrhythmias Classification;2-s2.0-85065963665;10.1007/978-3-030-19651-6_26;Conference Paper;2019;Arrhythmia;rhythmology
